CustomerID,Workday_working_call_duration,Workday_after_work_call_duration,Weekend_call_duration,International_call_duration,Total_call_duration,Average_call_duration
K231480,69.00,108.00,48.00,9.20,225.00,3.21
K231520,101.40,148.20,55.20,95.14,304.80,5.35
K231590,56.40,250.20,30.60,12.47,337.20,2.29
K231630,87.60,46.50,55.50,31.55,189.60,4.86
K231850,209.40,198.00,51.00,9.63,458.40,4.13
K231930,43.80,207.60,76.20,64.74,327.60,2.75
K232060,195.60,239.40,15.00,5.99,450.00,9.38
K232110,66.00,118.20,26.00,68.41,210.20,2.73
K232390,92.40,180.90,14.50,88.99,287.80,3.35
K232420,70.80,122.70,101.00,14.99,294.50,2.00
K232540,153.00,259.50,47.40,81.33,459.90,8.36
K232730,177.00,217.50,26.50,14.60,421.00,6.01
K232750,132.00,138.60,125.40,51.32,396.00,4.35
K232850,546.00,320.10,85.80,15.48,951.90,2.22
K232920,463.20,144.90,9.60,76.44,617.70,2.03
K232970,371.40,106.20,72.00,88.97,549.60,2.08
K233000,289.20,213.90,23.50,118.43,526.60,2.63
K233050,529.20,310.80,100.20,101.43,940.20,2.16
K233170,451.20,46.80,34.50,23.51,532.50,1.64
K233220,484.80,253.80,3.50,86.34,742.10,2.16
K233250,575.40,58.80,76.20,139.78,710.40,2.26
K233310,498.60,123.90,40.20,96.11,662.70,1.75
K233350,690.00,133.50,13.20,152.38,836.70,2.26
K233440,719.40,105.60,66.00,110.78,891.00,2.13
K233720,373.20,156.30,10.20,60.93,539.70,2.69
K233750,530.40,190.20,51.00,170.44,771.60,2.35
K233850,297.00,147.90,90.60,155.27,535.50,2.09
K233980,482.40,59.40,120.00,178.22,661.80,2.12
K234060,603.00,88.20,51.60,121.88,742.80,3.81
K234280,619.20,183.90,103.00,79.34,906.10,7.74
K234460,362.40,192.60,88.50,165.69,643.50,3.39
K234570,502.80,407.70,28.00,61.02,938.50,2.74
K234640,693.00,134.40,43.80,50.24,871.20,4.00
K234670,378.60,125.10,43.00,93.07,546.70,3.22
K234680,394.80,151.20,27.60,26.07,573.60,2.58
K234720,632.40,41.40,45.00,107.56,718.80,8.08
K234730,521.40,255.60,18.00,72.07,795.00,3.12
K234750,778.20,113.70,9.00,38.66,900.90,7.83
K234780,359.40,149.70,53.00,45.64,562.10,6.46
K234930,709.20,211.20,43.00,178.44,963.40,4.50
K235110,717.00,70.50,25.20,86.58,812.70,4.59
K235190,503.40,354.90,28.20,160.50,886.50,2.64
K235230,582.00,28.50,57.00,103.66,667.50,3.15
K235390,958.20,198.00,68.40,47.61,1224.60,2.80
K235590,1013.40,451.80,39.60,135.64,1504.80,2.87
K235600,1230.60,89.70,44.40,16.88,1364.70,1.62
K235610,775.80,292.20,102.60,36.11,1170.60,2.29
K235640,1113.00,142.80,76.20,44.47,1332.00,1.99
K235660,666.00,321.00,47.50,29.70,1034.50,1.63
K235800,1140.60,224.70,61.20,153.61,1426.50,2.40
K236010,644.40,332.40,27.60,140.72,1004.40,2.15
K236080,843.60,280.20,8.40,177.98,1132.20,2.19
K236140,790.20,188.10,61.80,50.60,1040.10,2.07
K236170,1104.00,572.10,19.80,44.18,1695.90,2.28
K236290,1134.60,192.60,138.60,7.81,1465.80,1.96
K236320,1089.60,294.00,36.00,6.45,1419.60,2.41
K236460,879.60,582.30,91.80,37.95,1553.70,2.97
K236550,1214.40,426.30,99.00,90.41,1739.70,2.16
K236850,1692.60,604.50,22.80,177.92,2319.90,6.90
K236880,805.80,218.10,24.00,59.41,1047.90,2.96
K236960,793.80,538.50,13.50,40.85,1345.80,3.36
K237220,1109.40,327.60,145.00,82.79,1582.00,6.30
K237370,1089.00,44.70,21.60,151.51,1155.30,4.55
K237450,747.60,177.60,150.60,78.15,1075.80,9.61
K237520,1179.60,51.60,19.80,68.20,1251.00,9.70
K237530,832.20,341.10,39.50,117.06,1212.80,11.44
K237650,946.80,198.90,205.00,104.63,1350.70,8.09
K237670,757.80,222.30,72.00,169.04,1052.10,6.42
K237690,729.00,330.00,78.00,94.35,1137.00,9.89
K237730,959.40,135.90,24.00,73.72,1119.30,4.93
K237770,1037.40,131.10,19.50,146.28,1188.00,3.97
K237790,1583.40,183.60,34.50,48.35,1801.50,4.39
K238050,1287.60,267.00,94.20,12.44,1648.80,2.86
K238190,1006.80,234.90,90.00,30.16,1331.70,15.48
K238220,814.20,156.00,94.20,25.92,1064.40,27.29
K238420,146.40,13.20,41.00,57.39,200.60,3.24
K238510,129.00,80.40,17.40,65.23,226.80,2.29
K238700,122.40,67.80,8.00,15.48,198.20,1.80
K238760,251.40,51.30,52.20,59.99,354.90,5.55
K238830,228.00,149.70,73.20,50.33,450.90,2.19
K238870,297.60,136.80,57.00,90.02,491.40,3.21
K238920,298.80,42.00,152.40,153.21,493.20,4.74
K238950,122.40,76.80,43.20,51.83,242.40,3.79
K239040,348.60,75.00,22.80,1.18,446.40,4.46
K239100,177.00,386.10,39.60,127.36,602.70,5.33
K239140,100.80,424.20,46.00,156.81,571.00,3.07
K239170,156.00,108.00,106.00,109.04,370.00,2.31
K239190,76.20,279.90,53.50,133.50,409.60,1.86
K239270,42.00,266.10,36.60,15.92,344.70,2.80
K239320,211.80,218.10,74.40,84.17,504.30,3.58
K239330,205.20,272.10,24.00,96.80,501.30,2.93
K239340,196.20,339.60,38.50,14.15,574.30,2.25
K239370,259.80,450.00,19.80,48.74,729.60,2.95
K239410,276.00,277.50,14.00,138.79,567.50,1.86
K239440,84.60,490.20,109.80,23.01,684.60,3.39
K239450,45.60,518.40,51.00,164.54,615.00,1.70
K239540,51.60,220.80,14.40,72.22,286.80,7.55
K239660,172.80,210.60,66.50,82.14,449.90,1.79
K239690,13.20,198.60,18.60,46.62,230.40,4.70
K239700,64.20,368.40,64.50,117.48,497.10,4.07
K239720,41.40,301.80,15.60,76.98,358.80,5.88
K240000,70.20,162.60,41.00,40.71,273.80,3.08
K240040,255.00,326.40,38.00,0.71,619.40,1.84
K240250,33.60,121.20,72.60,48.12,227.40,3.79
K240260,46.80,302.70,83.50,2.93,433.00,6.37
K240390,169.80,414.60,82.50,2.44,666.90,6.29
K240490,45.60,224.70,7.80,65.97,278.10,15.45
K240610,175.80,326.40,45.60,158.90,547.80,5.27
K240680,171.60,174.60,39.60,2.89,385.80,2.74
K240930,148.20,197.70,17.40,40.45,363.30,2.67
K241050,211.80,196.20,82.80,20.13,490.80,5.11
K241120,215.40,334.80,9.00,64.06,559.20,14.72
K241190,75.60,108.30,92.40,38.28,276.30,5.88
K241200,67.20,545.70,27.00,116.38,639.90,10.32
K241590,181.20,249.90,20.40,48.27,451.50,2.58
K241790,141.60,198.60,22.20,26.06,362.40,6.97
K241950,453.60,740.70,44.40,146.12,1238.70,1.72
K242090,260.40,470.70,47.00,91.86,778.10,2.56
K242200,285.60,708.60,18.50,53.06,1012.70,1.89
K242640,378.60,376.50,45.00,2.74,800.10,2.66
K242740,433.80,388.80,96.00,0.68,918.60,4.48
K242760,361.80,482.70,59.50,81.45,904.00,2.38
K242880,392.40,348.00,58.80,165.60,799.20,4.87
K242890,309.00,448.20,15.00,50.80,772.20,2.38
K243120,38.56,22.71,11.43,16.47,72.71,1.10
K243130,71.40,27.90,40.80,40.47,140.10,2.59
K243200,76.80,11.10,48.00,3.25,135.90,1.94
K243530,32.14,23.80,2.09,0.33,58.03,1.76
K243560,78.60,32.10,23.40,43.99,134.10,3.05
K243710,29.23,22.61,7.42,2.21,59.26,0.97
K243740,18.00,40.50,8.40,15.21,66.90,2.91
K243860,50.55,25.86,28.61,6.08,105.02,1.52
K243950,39.82,29.68,38.71,15.09,108.22,1.39
K244200,32.38,28.55,15.59,16.92,76.52,1.20
K244220,22.20,78.60,20.00,32.54,120.80,1.95
K244340,27.44,20.45,26.68,10.40,74.58,0.96
K244880,483.60,157.80,37.00,171.99,678.40,10.28
K245120,468.60,163.80,8.40,174.85,640.80,11.05
K245170,557.40,48.30,65.40,20.97,671.10,10.65
K245440,774.00,108.90,11.50,108.51,894.40,17.54
K245800,473.40,59.70,12.00,82.96,545.10,12.39
K245820,402.60,28.20,96.00,67.60,526.80,12.85
K245910,291.00,137.40,86.40,22.19,514.80,10.72
K246040,472.80,328.50,99.00,105.64,900.30,18.37
K246050,566.40,82.50,26.00,95.04,674.90,12.27
K246270,2080.80,357.60,22.20,48.82,2460.60,10.56
K246330,1319.40,87.30,55.20,115.87,1461.90,10.83
K246420,853.80,381.60,33.60,176.42,1269.00,13.50
K246550,1552.80,33.60,54.00,133.29,1640.40,11.39
K246560,936.60,421.80,74.50,14.42,1432.90,12.14
K246730,1792.20,160.50,11.00,108.38,1963.70,10.07
K246750,915.60,163.50,112.80,65.79,1191.90,13.70
K246890,850.80,204.60,32.40,1.14,1087.80,12.65
K246980,1094.40,309.90,32.50,54.74,1436.80,17.52
K247060,1752.60,109.20,84.00,85.19,1945.80,15.32
K247110,934.20,109.20,60.00,179.29,1103.40,11.49
K247170,1179.60,71.40,21.00,4.11,1272.00,27.65
K247200,1055.40,24.00,20.40,54.45,1099.80,22.00
K247310,862.80,172.20,67.20,166.52,1102.20,34.44
K247350,966.00,416.40,57.60,29.16,1440.00,21.18
K247370,1483.20,36.90,69.60,104.00,1589.70,22.71
K247380,1088.40,229.80,121.80,131.70,1440.00,10.29
K247670,1150.80,207.90,31.80,166.03,1390.50,23.57
K247820,252.60,22.50,114.00,105.89,389.10,12.16
K248000,46.80,465.30,127.80,45.74,639.90,15.24
K248210,215.40,260.40,40.80,17.51,516.60,16.14
K248220,70.20,272.10,46.20,11.93,388.50,10.50
K248270,145.20,238.20,27.00,33.54,410.40,13.24
K248480,217.80,350.10,26.50,149.09,594.40,39.63
K248550,94.80,395.70,123.00,56.61,613.50,13.94
K248710,250.80,313.80,60.00,136.62,624.60,12.49
K248800,79.80,153.00,14.40,62.45,247.20,17.66
K249100,597.60,745.50,20.00,10.09,1363.10,12.62
K249120,118.20,617.10,40.50,22.28,775.80,12.72
K249220,510.00,482.70,45.00,108.94,1037.70,11.53
K249300,214.80,571.20,40.80,50.23,826.80,12.72
K249400,285.60,216.90,17.40,5.14,519.90,11.06
K249410,699.00,219.30,6.60,109.29,924.90,13.03
K249420,433.80,62.10,159.00,28.16,654.90,10.23
K249490,590.40,149.10,24.00,115.09,763.50,14.41
K249540,595.80,141.30,39.00,13.92,776.10,11.76
K249680,408.00,123.00,51.00,149.66,582.00,10.21
K249690,559.80,310.20,7.20,96.42,877.20,12.35
K249890,408.00,163.50,37.50,42.74,609.00,13.53
K249900,418.20,177.60,43.80,39.97,639.60,11.03
K249950,726.00,198.30,23.40,99.35,947.70,29.62
K250130,690.00,20.40,23.40,56.02,733.80,34.94
K250310,666.00,15.60,71.40,34.39,753.00,22.82
K250340,776.40,133.50,20.40,114.54,930.30,23.26
K250370,386.40,26.40,108.50,143.49,521.30,28.96
K250460,704.40,436.80,20.50,57.83,1161.70,10.96
K250650,832.20,341.10,39.50,117.06,1212.80,11.44
K250740,1878.60,118.20,30.60,96.01,2027.40,11.79
K250860,1824.60,227.40,59.00,112.61,2111.00,11.79
K251010,1125.60,119.40,30.00,114.31,1275.00,14.66
K251040,974.40,38.40,15.60,144.69,1028.40,12.24
K251070,1005.60,90.60,42.00,167.96,1138.20,16.26
K251130,1977.00,40.50,85.20,124.88,2102.70,16.82
K251160,1543.20,100.80,130.80,29.10,1774.80,12.77
K251200,946.20,107.70,24.00,38.46,1077.90,14.97
K251250,999.60,126.90,89.40,170.65,1215.90,11.26
K251260,1506.00,30.00,35.40,51.18,1571.40,34.16
K251280,929.40,215.10,19.00,29.53,1163.50,18.47
K251350,1144.20,122.40,64.20,51.04,1330.80,13.58
K251400,766.80,397.20,45.60,90.59,1209.60,23.72
K251450,676.20,320.40,34.80,86.77,1031.40,17.78
K251480,1719.60,394.20,51.00,67.37,2164.80,21.87
K251540,799.80,144.00,69.00,44.46,1012.80,19.11
K251580,1553.40,141.00,16.80,0.83,1711.20,38.89
K251900,1323.60,330.90,82.20,85.63,1736.70,13.78
K252010,219.00,198.90,4.20,84.14,422.10,14.07
K252050,371.40,27.30,67.50,29.62,466.20,10.36
K252390,36.60,343.20,33.00,104.40,412.80,12.14
K252500,70.20,306.60,76.80,84.91,453.60,11.06
K252620,127.20,407.10,61.80,167.14,596.10,10.64
K252640,109.20,377.40,4.80,142.22,491.40,14.89
K252680,120.60,129.00,10.80,14.61,260.40,13.71
K252770,81.00,269.40,33.60,85.92,384.00,12.00
K252780,112.80,147.00,53.00,63.21,312.80,12.03
K253200,376.20,528.30,15.60,86.84,920.10,13.94
K253260,473.40,629.70,49.20,111.98,1152.30,26.19
K253460,493.20,411.60,90.60,62.78,995.40,21.18
K253650,813.00,122.70,25.80,298.26,961.50,1.87
K253710,751.20,132.90,97.80,104.31,981.90,2.38
K253770,840.00,82.50,34.50,280.74,957.00,2.18
K254080,922.80,41.70,30.60,74.19,995.10,2.18
K254360,780.60,81.90,91.20,89.16,953.70,2.29
K254390,857.40,95.10,34.80,99.24,987.30,1.94
K254570,777.60,209.70,12.00,134.88,999.30,1.63
K254580,840.00,86.40,24.00,262.16,950.40,1.71
K254730,900.00,14.10,64.00,295.06,978.10,2.34
K254930,736.80,170.10,90.50,75.08,997.40,2.50
K254940,712.80,189.00,81.60,32.21,983.40,2.10
K255000,761.40,184.50,18.60,18.15,964.50,2.70
K255010,907.80,24.90,22.20,272.54,954.90,2.51
K255020,744.60,208.20,31.50,2.44,984.30,2.12
K255080,715.20,210.30,37.50,95.60,963.00,1.97
K255200,752.40,206.40,30.00,178.30,988.80,1.91
K255240,803.40,166.50,15.60,244.42,985.50,2.28
K255330,798.60,153.90,17.40,184.47,969.90,2.55
K255370,723.60,223.80,13.20,91.54,960.60,2.96
K255520,942.00,29.10,7.20,174.63,978.30,2.81
K255530,729.00,223.20,39.00,326.37,991.20,2.85
K255600,707.40,208.50,74.00,173.20,989.90,2.60
K255740,891.60,76.80,7.20,281.44,975.60,1.81
K255750,827.40,69.90,91.80,29.55,989.10,2.12
K256100,787.20,91.80,97.20,281.70,976.20,3.22
K256180,735.60,228.00,28.80,140.46,992.40,3.74
K256200,667.80,309.60,15.00,254.07,992.40,6.32
K256240,770.40,148.50,36.00,313.36,954.90,7.52
K256730,678.60,289.80,25.80,138.30,994.20,2.59
K256750,725.40,171.60,98.40,2.77,995.40,6.68
K256760,732.60,240.30,5.00,32.36,977.90,7.46
K256780,828.00,116.40,30.00,263.20,974.40,9.65
K256840,907.80,72.30,7.50,243.43,987.60,2.77
K256870,868.80,119.40,11.00,228.55,999.20,3.89
K257090,855.00,90.00,21.60,44.88,966.60,10.51
K257210,691.80,277.50,18.00,74.30,987.30,4.77
K257290,741.60,204.30,52.80,70.60,998.70,7.08
K257300,861.00,46.50,35.40,58.51,942.90,8.98
K257470,893.40,36.30,5.00,269.43,934.70,3.13
K257510,856.80,137.10,5.40,174.78,999.30,3.90
K257570,945.00,10.20,25.50,71.03,980.70,3.12
K257720,819.60,74.10,87.60,170.18,981.30,4.02
K257730,663.60,218.70,105.00,34.28,987.30,10.18
K257750,699.60,267.00,6.00,29.51,972.60,4.99
K257780,733.80,204.30,33.50,78.15,971.60,6.61
K257910,754.20,196.50,26.40,226.66,977.10,4.00
K258240,844.20,44.70,81.60,308.69,970.50,3.58
K258370,841.20,73.80,24.60,100.84,939.60,14.24
K258390,765.60,157.50,27.60,183.91,950.70,8.89
K258440,915.60,39.30,22.80,303.72,977.70,20.37
K258470,810.60,47.40,77.40,5.50,935.40,31.18
K258560,342.00,145.20,3.00,120.22,490.20,2.54
K258600,313.80,166.50,19.20,150.59,499.50,3.38
K258870,377.40,78.90,16.00,103.39,472.30,2.14
K258940,392.40,65.10,39.00,144.44,496.50,2.87
K258950,370.80,39.90,85.80,137.47,496.50,2.70
K258980,305.40,144.30,46.20,50.09,495.90,1.89
K258990,352.20,95.10,43.80,143.80,491.10,2.28
K259000,338.40,96.90,51.60,21.50,486.90,2.01
K259160,425.40,39.30,32.00,110.37,496.70,2.87
K259360,361.20,68.40,44.40,98.07,474.00,3.27
K259450,327.60,116.70,42.60,96.69,486.90,9.94
K259640,415.80,21.30,34.00,56.88,471.10,2.68
K259670,380.40,18.60,97.50,33.11,496.50,2.92
K259690,328.80,55.80,106.20,0.59,490.80,9.82
K259900,342.00,299.40,93.60,213.10,735.00,2.22
K259910,318.60,300.60,122.40,71.39,741.60,2.30
K259940,340.20,315.90,73.80,135.70,729.90,2.96
K259950,366.60,340.20,38.40,9.29,745.20,2.88
K259980,274.80,427.80,46.80,191.36,749.40,2.52
K260060,356.40,286.80,88.20,6.04,731.40,2.46
K260080,282.00,360.00,105.00,59.81,747.00,3.33
K260090,348.60,283.80,97.20,176.02,729.60,2.90
K260120,332.40,294.60,107.50,176.54,734.50,4.48
K260390,364.20,363.00,6.60,90.32,733.80,6.44
K260670,87.60,297.00,9.00,109.26,393.60,2.03
K260760,203.40,264.60,36.60,138.60,504.60,2.50
K260830,145.20,223.80,99.50,104.47,468.50,5.04
K260970,227.40,182.70,69.60,152.97,479.70,2.24
K261080,208.80,310.50,55.50,107.12,574.80,1.96
K261150,73.80,212.70,135.50,107.09,422.00,4.54
K261160,81.60,571.50,31.00,107.62,684.10,4.50
K261400,172.20,270.30,28.20,107.68,470.70,1.81
K261410,67.80,523.50,21.00,167.18,612.30,2.33
K261610,232.20,388.80,102.00,118.92,723.00,3.23
K261780,211.20,340.50,40.00,176.81,591.70,5.15
K261790,331.20,288.00,82.80,132.67,702.00,2.19
K261920,201.60,306.00,14.40,150.92,522.00,2.06
K261940,206.40,416.70,8.40,159.89,631.50,2.72
K261980,51.00,591.00,24.60,113.62,666.60,1.76
K262040,197.40,290.10,20.00,149.34,507.50,1.89
K262210,55.20,484.80,47.50,167.56,587.50,3.44
K262270,73.20,279.00,96.50,121.74,448.70,2.77
K262330,278.40,277.50,87.50,100.02,643.40,2.05
K262490,201.00,192.00,69.00,139.79,462.00,2.67
K262530,234.60,231.00,23.50,108.63,489.10,2.40
K262600,322.80,320.10,12.50,129.21,655.40,2.52
K262700,64.20,368.40,64.50,117.48,497.10,4.07
K262840,88.20,236.10,159.00,158.24,483.30,4.03
K262870,155.40,462.90,7.80,169.68,626.10,1.84
K262920,220.20,444.60,63.50,139.97,728.30,1.93
K263110,163.20,280.50,16.80,130.77,460.50,4.47
K263290,226.20,218.70,11.00,104.47,455.90,3.51
K263350,193.80,490.80,64.20,148.19,748.80,1.99
K263480,91.20,479.70,6.60,148.66,577.50,2.48
K263650,115.80,353.70,5.50,155.61,475.00,1.94
K263820,115.80,467.40,21.60,116.87,604.80,2.33
K263900,128.40,258.60,58.20,125.47,445.20,4.08
K263910,109.80,325.80,37.80,130.27,473.40,3.82
K263920,286.20,257.40,78.50,128.71,622.10,2.68
K263930,133.80,434.10,32.00,149.91,599.90,1.97
K264080,47.40,265.50,58.20,102.31,371.10,3.47
K264110,205.20,424.20,60.00,178.39,689.40,3.15
K264140,69.00,268.20,13.20,113.24,350.40,2.25
K264190,115.20,579.00,44.00,106.48,738.20,4.95
K264230,177.00,218.10,52.00,146.19,447.10,2.02
K264280,326.40,321.00,6.50,126.82,653.90,2.78
K264300,245.40,209.40,160.20,110.56,615.00,3.55
K264420,48.60,218.40,84.00,101.35,351.00,5.48
K264440,223.20,393.00,63.00,118.10,679.20,3.36
K264720,96.00,427.20,53.00,150.55,576.20,2.21
K264750,290.40,201.30,132.00,162.12,623.70,2.48
K264780,267.00,282.00,91.20,162.85,640.20,2.22
K264840,193.20,423.00,69.00,173.97,685.20,5.48
K264960,51.60,240.30,132.00,117.48,423.90,3.50
K265180,144.00,447.60,3.00,101.92,594.60,1.79
K265220,108.60,487.80,66.60,135.57,663.00,2.57
K265370,150.00,387.00,30.60,156.86,567.60,1.75
K265440,70.20,612.90,31.00,112.25,714.10,2.59
K265570,96.60,490.80,78.00,133.48,665.40,6.10
K265740,106.20,315.00,12.00,110.03,433.20,4.25
K265800,110.40,421.20,88.80,165.95,620.40,5.44
K266270,119.40,357.90,55.80,124.56,533.10,3.51
K266400,113.40,271.80,22.80,109.48,408.00,2.67
K266560,321.60,337.50,28.80,178.63,687.90,3.04
K266620,87.60,597.90,7.80,125.05,693.30,2.57
K266740,277.80,223.80,90.60,159.00,592.20,3.42
K266850,239.40,214.50,97.00,148.88,550.90,2.93
K266890,145.20,344.40,107.00,131.26,596.60,2.26
K267010,67.80,424.80,63.00,129.56,555.60,2.04
K267120,84.00,459.90,69.60,156.83,613.50,2.09
K267160,196.80,278.40,24.00,161.47,499.20,2.52
K267280,123.60,463.50,75.00,142.70,662.10,3.66
K267300,277.20,348.90,75.60,119.56,701.70,2.50
K267310,36.60,457.20,44.00,161.72,537.80,3.45
K267330,230.40,221.10,68.40,140.85,519.90,4.56
K267630,358.20,320.70,38.00,100.49,716.90,2.20
K267800,117.60,327.90,36.60,134.86,482.10,1.84
K267810,127.80,344.10,63.60,114.91,535.50,3.10
K267940,55.20,312.30,55.20,139.33,422.70,6.82
K267950,281.40,354.60,62.40,116.39,698.40,7.13
K267960,243.00,434.40,16.80,133.63,694.20,3.92
K268140,71.40,258.90,37.20,117.79,367.50,2.99
K268300,308.40,298.50,48.50,116.17,655.40,5.96
K268520,263.40,238.80,30.60,136.12,532.80,3.62
K268540,137.40,412.50,46.20,164.37,596.10,3.77
K268650,75.00,471.00,36.60,115.71,582.60,4.38
K268680,167.40,381.60,30.60,110.52,579.60,2.08
K268710,321.00,297.90,68.00,138.63,686.90,2.96
K268730,66.00,403.80,79.20,136.02,549.00,2.40
K268870,345.60,339.60,37.80,153.23,723.00,5.09
K269020,100.20,250.20,19.80,116.92,370.20,2.07
K269120,104.40,293.40,97.00,125.36,494.80,5.15
K269280,69.00,361.80,15.60,125.18,446.40,4.51
K269290,94.20,314.70,135.00,132.38,543.90,9.22
K269300,212.40,181.80,108.50,122.73,502.70,2.26
K269350,173.40,318.90,52.00,107.26,544.30,2.38
K269420,225.60,306.30,45.00,177.28,576.90,3.35
K269430,171.00,320.70,138.60,127.74,630.30,2.58
K269540,36.00,429.30,73.00,139.51,538.30,2.14
K269590,318.00,253.50,78.60,138.36,650.10,7.47
K269610,172.80,173.10,97.20,109.39,443.10,4.87
K269650,159.60,321.30,37.00,107.83,517.90,4.50
K269680,145.80,274.80,42.00,128.87,462.60,5.03
K270080,136.20,388.20,57.60,146.43,582.00,7.97
K270200,195.00,378.30,111.00,127.01,684.30,4.85
K270210,67.80,352.20,5.00,109.81,425.00,8.02
K270300,244.20,235.20,30.60,143.37,510.00,2.97
K270440,262.20,186.90,79.80,151.70,528.90,2.52
K270530,131.40,178.50,50.40,104.87,360.30,2.25
K270680,285.60,273.60,64.20,137.50,623.40,3.73
K270720,309.60,300.90,10.20,163.52,620.70,2.86
K270840,166.20,274.80,53.40,132.27,494.40,7.38
K270880,159.00,222.00,53.40,141.49,434.40,3.68
K270900,67.80,230.40,99.00,109.03,397.20,3.45
K271060,99.60,384.00,61.50,134.10,545.10,2.75
K271100,167.40,457.20,55.50,173.06,680.10,6.94
K271130,143.40,223.50,47.00,118.56,413.90,2.54
K271250,93.00,317.40,41.00,132.89,451.40,3.25
K271300,163.80,290.70,6.00,137.56,460.50,4.08
K271310,162.60,514.20,63.50,175.23,740.30,8.92
K271320,91.20,502.20,140.40,119.82,733.80,3.86
K271390,172.20,219.60,71.40,150.67,463.20,7.59
K271500,272.40,258.30,49.00,160.77,579.70,6.17
K271600,163.80,185.40,51.00,127.29,400.20,3.10
K271640,129.60,232.20,50.00,124.90,411.80,3.05
K271790,82.80,279.60,64.20,124.19,426.60,8.36
K271900,90.60,352.20,104.50,169.85,547.30,8.69
K271910,120.00,333.90,101.40,131.61,555.30,2.80
K272050,184.20,369.60,19.50,100.27,573.30,6.16
K272190,149.40,401.10,36.60,134.21,587.10,3.07
K272200,178.20,167.70,22.80,100.26,368.70,4.79
K272220,294.60,266.10,85.20,116.83,645.90,2.55
K272370,235.80,239.70,28.80,145.68,504.30,3.06
K272400,80.40,140.40,147.60,100.75,368.40,3.51
K272430,309.00,303.30,31.80,129.96,644.10,2.72
K272470,94.80,620.40,25.80,155.67,741.00,7.56
K272720,153.00,231.90,43.80,119.26,428.70,4.29
K272740,205.20,314.40,110.40,110.09,630.00,5.94
K272860,229.80,406.80,63.60,104.84,700.20,3.13
K272880,215.40,247.20,83.00,130.50,545.60,4.96
K272900,211.80,199.80,45.00,106.77,456.60,4.23
K272910,239.40,288.90,13.20,126.45,541.50,9.18
K273100,465.60,678.30,122.50,129.76,1266.40,1.89
K273560,444.00,505.50,22.00,162.58,971.50,4.83
K273590,619.80,615.60,35.00,172.48,1270.40,2.33
K273650,256.20,479.10,51.60,157.18,786.90,1.92
K273680,246.00,490.80,76.50,155.38,813.30,3.01
K273760,230.40,494.70,63.60,133.25,788.70,1.78
K273840,427.80,717.90,35.40,154.93,1181.10,1.56
K273870,360.60,390.00,19.20,140.75,769.80,2.01
K274010,462.60,493.80,26.00,167.38,982.40,2.43
K274080,266.40,614.40,40.00,108.35,920.80,3.37
K274090,271.20,483.60,35.00,149.98,789.80,2.95
K274210,328.80,688.20,35.00,113.44,1052.00,1.65
K274300,344.40,366.30,83.50,143.61,794.20,1.92
K274470,115.20,699.00,56.40,116.02,870.60,5.34
K274860,463.80,485.70,30.60,142.40,980.10,4.19
K274910,322.80,473.40,85.20,178.43,881.40,2.00
K274920,317.40,390.60,49.50,152.77,757.50,2.14
K275040,315.60,417.30,108.60,149.61,841.50,2.79
K275090,314.40,424.80,31.20,166.62,770.40,2.05
K275350,339.60,582.00,23.40,144.78,945.00,2.93
K275530,535.80,490.20,90.60,152.43,1116.60,2.48
K275550,367.80,348.30,36.00,101.20,752.10,2.08
K275570,447.00,695.10,46.20,123.07,1188.30,2.64
K275680,317.40,486.00,65.40,152.07,868.80,4.88
K275850,290.40,459.90,97.80,163.56,848.10,4.69
K275870,445.20,425.40,36.60,131.48,907.20,2.07
K275970,316.20,486.60,109.20,116.99,912.00,1.56
K276470,487.20,522.90,4.50,173.73,1014.60,1.65
K276520,355.80,443.70,3.60,115.32,803.10,3.08
K276590,228.60,827.70,48.00,129.69,1104.30,1.73
K276760,268.80,417.30,84.00,150.43,770.10,3.45
K276830,549.60,650.70,30.60,137.14,1230.90,3.85
K277140,328.80,742.80,43.80,119.57,1115.40,2.16
K277210,320.40,355.50,75.60,120.81,751.50,2.12
K277290,556.20,493.20,63.60,139.55,1113.00,4.36
K277310,88.20,847.20,38.40,162.02,973.80,3.77
K277320,115.80,760.80,58.20,176.45,934.80,2.27
K277390,360.00,539.40,4.50,107.56,903.90,3.00
K277510,601.20,707.70,32.50,101.86,1341.40,2.84
K277800,63.00,699.00,95.50,125.07,857.50,3.81
K277900,243.00,614.10,1.80,126.60,858.90,2.35
K277910,585.60,675.90,112.80,133.87,1374.30,5.54
K278000,430.20,694.20,27.00,105.26,1151.40,4.39
K278010,469.80,537.00,93.50,102.37,1100.30,7.38
K278120,410.40,443.10,59.40,102.44,912.90,6.38
K278230,382.20,409.50,81.60,132.82,873.30,3.05
K278240,283.20,434.40,42.50,143.72,760.10,2.77
K278400,569.40,588.30,24.00,121.97,1181.70,5.25
K278430,296.40,522.30,81.60,164.20,900.30,2.00
K278460,226.20,540.60,115.80,127.88,882.60,3.26
K278560,540.60,537.00,35.00,167.06,1112.60,2.71
K278610,619.20,590.70,144.50,145.86,1354.40,3.21
K278720,321.00,413.40,46.00,123.75,780.40,2.37
K278800,319.20,437.70,127.80,153.64,884.70,6.36
K278850,426.00,325.50,137.50,155.36,889.00,5.49
K278960,516.60,464.10,115.00,137.64,1095.70,2.64
K278990,348.00,414.60,68.40,116.01,831.00,7.42
K279210,437.40,365.40,97.20,138.66,900.00,2.86
